,order_id,order_item_id,tran_dt,customer_id,dollars,qty,product_id,payment_type_id,category,payment_type
37,1069,1092,2020-02-05,681,550,1,20,2,D,credit card
38,1105,1129,2020-02-06,659,1100,2,20,2,D,credit card
39,1111,1135,2020-02-06,409,1100,2,20,2,D,credit card
40,1149,1174,2020-02-07,489,550,1,20,2,D,credit card
41,1166,1191,2020-02-08,296,1650,3,20,2,D,credit card
42,1187,1212,2020-02-09,328,1100,2,20,2,D,credit card
43,1328,1358,2020-02-13,92,550,1,20,2,D,credit card
44,1364,1394,2020-02-14,737,550,1,20,2,D,credit card
45,1395,1426,2020-02-15,67,550,1,20,2,D,credit card
46,1494,1526,2020-02-18,109,1650,3,20,2,D,credit card
47,1501,1533,2020-02-18,518,1100,2,20,2,D,credit card
48,1566,1598,2020-02-20,447,550,1,20,2,D,credit card
49,1587,1620,2020-02-21,976,1100,2,20,2,D,credit card
50,1604,1637,2020-02-22,732,1100,2,20,2,D,credit card
51,1666,1701,2020-02-24,368,1100,2,20,2,D,credit card
52,1686,1721,2020-02-24,868,1100,2,20,2,D,credit card
53,1717,1752,2020-02-25,936,1100,2,20,2,D,credit card
54,1718,1753,2020-02-26,936,1650,3,20,2,D,credit card
55,1719,1754,2020-02-26,539,1650,3,20,2,D,credit card
56,1721,1756,2020-02-26,615,1650,3,20,2,D,credit card
57,1758,1793,2020-02-27,716,1650,3,20,2,D,credit card
58,1824,1860,2020-02-29,766,550,1,20,2,D,credit card
59,1832,1868,2020-03-01,950,1650,3,20,2,D,credit card
60,1864,1901,2020-03-02,802,1100,2,20,2,D,credit card
61,2047,2086,2020-03-09,180,1650,3,20,2,D,credit card
62,2065,2106,2020-03-10,537,550,1,20,2,D,credit card
63,2083,2125,2020-03-10,815,1650,3,20,2,D,credit card
64,2101,2143,2020-03-11,676,1100,2,20,2,D,credit card
65,2126,2169,2020-03-12,933,550,1,20,2,D,credit card
66,2144,2188,2020-03-12,122,1100,2,20,2,D,credit card
67,2173,2217,2020-03-13,58,1650,3,20,2,D,credit card
68,2193,2237,2020-03-14,967,550,1,20,2,D,credit card
69,2194,2238,2020-03-14,281,1100,2,20,2,D,credit card
70,2231,2275,2020-03-15,897,2200,4,20,2,D,credit card
71,2255,2299,2020-03-16,82,1650,3,20,2,D,credit card
72,2262,2306,2020-03-16,351,550,1,20,2,D,credit card
73,2279,2323,2020-03-17,710,1100,2,20,2,D,credit card
74,2327,2372,2020-03-18,518,1100,2,20,2,D,credit card
75,2334,2379,2020-03-19,259,1100,2,20,2,D,credit card
76,2361,2406,2020-03-19,716,2200,4,20,2,D,credit card
77,2366,2411,2020-03-19,569,1100,2,20,2,D,credit card
78,2441,2487,2020-03-22,554,1100,2,20,2,D,credit card
79,2564,2613,2020-03-26,639,1100,2,20,2,D,credit card
80,2651,2701,2020-03-30,674,1650,3,20,2,D,credit card
81,2654,2704,2020-03-30,363,550,1,20,2,D,credit card
82,2730,2782,2020-04-02,163,1100,2,20,2,D,credit card
83,2745,2797,2020-04-03,683,1650,3,20,2,D,credit card
84,2765,2817,2020-04-03,860,1100,2,20,2,D,credit card
85,2770,2823,2020-04-03,514,1100,2,20,2,D,credit card
86,2791,2844,2020-04-04,956,1650,3,20,2,D,credit card
87,2812,2866,2020-04-05,925,2200,4,20,2,D,credit card
88,2820,2874,2020-04-05,806,550,1,20,2,D,credit card
89,2827,2881,2020-04-06,187,1100,2,20,2,D,credit card
90,2832,2886,2020-04-06,583,1100,2,20,2,D,credit card
91,2833,2887,2020-04-06,387,1100,2,20,2,D,credit card
92,2837,2891,2020-04-06,540,2200,4,20,2,D,credit card
93,2846,2900,2020-04-06,895,1100,2,20,2,D,credit card
94,2857,2911,2020-04-07,722,1100,2,20,2,D,credit card
95,2871,2925,2020-04-07,544,550,1,20,2,D,credit card
96,2918,2973,2020-04-09,443,1650,3,20,2,D,credit card
97,2972,3027,2020-04-11,587,550,1,20,2,D,credit card
98,3025,3082,2020-04-12,97,1650,3,20,2,D,credit card
99,3063,3120,2020-04-14,45,1650,3,20,2,D,credit card
100,3110,3170,2020-04-16,143,1100,2,20,2,D,credit card
101,3132,3192,2020-04-16,647,1100,2,20,2,D,credit card
102,3157,3217,2020-04-17,58,550,1,20,2,D,credit card
103,3207,3268,2020-04-18,11,1100,2,20,2,D,credit card
104,3218,3279,2020-04-19,501,1100,2,20,2,D,credit card
105,3306,3368,2020-04-21,367,1650,3,20,2,D,credit card
106,3337,3400,2020-04-22,236,1100,2,20,2,D,credit card
107,3347,3410,2020-04-23,979,1100,2,20,2,D,credit card
108,3358,3422,2020-04-23,906,1100,2,20,2,D,credit card
109,3416,3481,2020-04-26,743,1100,2,20,2,D,credit card
110,3444,3510,2020-04-27,199,1650,3,20,2,D,credit card
111,3453,3522,2020-04-27,285,550,1,20,2,D,credit card
112,3468,3535,2020-04-27,996,1100,2,20,2,D,credit card
113,3470,3537,2020-04-28,798,1100,2,20,2,D,credit card
114,3487,3554,2020-04-28,191,1100,2,20,2,D,credit card
115,3496,3563,2020-04-29,105,1100,2,20,2,D,credit card
116,3529,3596,2020-04-30,825,550,1,20,2,D,credit card
117,3542,3609,2020-04-30,995,1650,3,20,2,D,credit card
118,3552,3619,2020-04-30,620,1650,3,20,2,D,credit card
119,3577,3644,2020-05-02,562,550,1,20,2,D,credit card
120,3578,3645,2020-05-02,803,1100,2,20,2,D,credit card
121,3591,3658,2020-05-02,59,1100,2,20,2,D,credit card
122,3620,3687,2020-05-03,118,550,1,20,2,D,credit card
123,3644,3711,2020-05-04,897,1100,2,20,2,D,credit card
124,3670,3738,2020-05-05,49,1100,2,20,2,D,credit card
125,3679,3747,2020-05-05,154,1650,3,20,2,D,credit card
126,3801,3872,2020-05-09,855,1100,2,20,2,D,credit card
127,3823,3895,2020-05-10,547,1650,3,20,2,D,credit card
128,3824,3896,2020-05-10,523,1100,2,20,2,D,credit card
129,3849,3922,2020-05-11,358,1100,2,20,2,D,credit card
130,3863,3937,2020-05-11,117,1650,3,20,2,D,credit card
131,3906,3981,2020-05-12,589,550,1,20,2,D,credit card
132,3878,3986,2020-05-12,90,1650,3,20,2,D,credit card
133,3926,4002,2020-05-13,473,550,1,20,2,D,credit card
134,3930,4006,2020-05-13,668,550,1,20,2,D,credit card
135,3952,4028,2020-05-14,236,1100,2,20,2,D,credit card
136,3953,4029,2020-05-14,71,1650,3,20,2,D,credit card
137,4038,4114,2020-05-17,908,550,1,20,2,D,credit card
138,4054,4130,2020-05-17,228,550,1,20,2,D,credit card
139,4070,4146,2020-05-18,977,1650,3,20,2,D,credit card
140,4092,4169,2020-05-19,633,550,1,20,2,D,credit card
141,4094,4171,2020-05-19,185,550,1,20,2,D,credit card
142,4104,4181,2020-05-19,791,1100,2,20,2,D,credit card
143,4109,4186,2020-05-19,346,2200,4,20,2,D,credit card
144,4209,4288,2020-05-22,494,550,1,20,2,D,credit card
145,4236,4315,2020-05-23,405,1100,2,20,2,D,credit card
146,4263,4342,2020-05-24,406,550,1,20,2,D,credit card
147,4324,4404,2020-05-26,294,550,1,20,2,D,credit card
148,4360,4440,2020-05-27,28,2200,4,20,2,D,credit card
149,4369,4449,2020-05-28,50,1650,3,20,2,D,credit card
150,4370,4450,2020-05-28,33,1100,2,20,2,D,credit card
151,4383,4463,2020-05-28,587,1100,2,20,2,D,credit card
152,4394,4474,2020-05-28,370,1650,3,20,2,D,credit card
153,4441,4522,2020-05-30,333,1100,2,20,2,D,credit card
154,4442,4523,2020-05-30,543,1100,2,20,2,D,credit card
155,4445,4526,2020-05-30,817,1100,2,20,2,D,credit card
156,4486,4568,2020-05-31,722,1100,2,20,2,D,credit card
157,4492,4574,2020-05-31,144,550,1,20,2,D,credit card
158,4510,4593,2020-06-01,472,1650,3,20,2,D,credit card
159,4514,4598,2020-06-01,376,1650,3,20,2,D,credit card
160,4578,4662,2020-06-04,469,1650,3,20,2,D,credit card
161,4605,4689,2020-06-04,741,1100,2,20,2,D,credit card
162,4615,4699,2020-06-04,173,550,1,20,2,D,credit card
163,4623,4707,2020-06-05,569,1100,2,20,2,D,credit card
164,4637,4723,2020-06-05,679,1100,2,20,2,D,credit card
165,4640,4726,2020-06-05,920,1100,2,20,2,D,credit card
166,4669,4756,2020-06-06,321,2200,4,20,2,D,credit card
167,4706,4797,2020-06-07,942,1650,3,20,2,D,credit card
168,4754,4846,2020-06-09,985,1650,3,20,2,D,credit card
169,4777,4871,2020-06-10,979,1650,3,20,2,D,credit card
170,4780,4875,2020-06-10,657,1650,3,20,2,D,credit card
171,4806,4902,2020-06-11,611,1100,2,20,2,D,credit card
172,4870,4966,2020-06-14,672,550,1,20,2,D,credit card
173,4901,4997,2020-06-15,733,550,1,20,2,D,credit card
174,5019,5117,2020-06-20,297,1100,2,20,2,D,credit card
175,5034,5132,2020-06-20,147,550,1,20,2,D,credit card
176,5056,5155,2020-06-21,763,1650,3,20,2,D,credit card
177,5064,5163,2020-06-21,13,2200,4,20,2,D,credit card
178,5120,5220,2020-06-23,70,1100,2,20,2,D,credit card
179,5128,5228,2020-06-24,343,1650,3,20,2,D,credit card
180,5199,5302,2020-06-26,268,550,1,20,2,D,credit card
181,5253,5359,2020-06-28,133,1650,3,20,2,D,credit card
182,5330,5436,2020-07-01,253,550,1,20,2,D,credit card
183,5346,5453,2020-07-01,181,1100,2,20,2,D,credit card
184,5347,5454,2020-07-02,196,1100,2,20,2,D,credit card
185,5365,5472,2020-07-02,372,550,1,20,2,D,credit card
186,5397,5504,2020-07-03,371,1650,3,20,2,D,credit card
187,5445,5552,2020-07-05,27,1100,2,20,2,D,credit card
188,5481,5589,2020-07-06,276,1100,2,20,2,D,credit card
189,5507,5618,2020-07-07,181,1100,2,20,2,D,credit card
190,5512,5623,2020-07-07,895,1100,2,20,2,D,credit card
191,5526,5637,2020-07-07,437,1100,2,20,2,D,credit card
192,5555,5666,2020-07-08,959,1650,3,20,2,D,credit card
193,5567,5678,2020-07-09,867,1100,2,20,2,D,credit card
194,5594,5705,2020-07-09,681,1100,2,20,2,D,credit card
195,5610,5721,2020-07-10,88,1100,2,20,2,D,credit card
196,5649,5761,2020-07-11,368,550,1,20,2,D,credit card
197,5668,5780,2020-07-12,959,1650,3,20,2,D,credit card
198,5740,5855,2020-07-15,286,1650,3,20,2,D,credit card
199,5753,5868,2020-07-15,141,1100,2,20,2,D,credit card
200,5837,5954,2020-07-18,941,550,1,20,2,D,credit card
201,5869,5988,2020-07-19,991,1100,2,20,2,D,credit card
202,5914,6033,2020-07-21,569,550,1,20,2,D,credit card
203,5937,6056,2020-07-22,509,1100,2,20,2,D,credit card
204,5945,6064,2020-07-22,42,550,1,20,2,D,credit card
205,5951,6070,2020-07-22,876,2200,4,20,2,D,credit card
206,5994,6114,2020-07-24,192,1100,2,20,2,D,credit card
207,6001,6121,2020-07-24,16,550,1,20,2,D,credit card
208,6033,6154,2020-07-25,523,550,1,20,2,D,credit card
209,6097,6218,2020-07-27,488,550,1,20,2,D,credit card
210,6106,6229,2020-07-27,410,1100,2,20,2,D,credit card
211,6149,6276,2020-07-29,78,1100,2,20,2,D,credit card
212,6177,6305,2020-07-30,298,1650,3,20,2,D,credit card
213,6219,6349,2020-07-31,414,550,1,20,2,D,credit card
214,6222,6352,2020-07-31,711,1100,2,20,2,D,credit card
215,6241,6371,2020-08-01,977,550,1,20,2,D,credit card
216,6247,6377,2020-08-01,90,550,1,20,2,D,credit card
217,6290,6420,2020-08-03,463,550,1,20,2,D,credit card
218,6305,6435,2020-08-03,612,2200,4,20,2,D,credit card
219,6311,6441,2020-08-03,898,1650,3,20,2,D,credit card
220,6329,6460,2020-08-04,396,1650,3,20,2,D,credit card
221,6346,6477,2020-08-05,58,1650,3,20,2,D,credit card
222,6388,6519,2020-08-06,6,2200,4,20,2,D,credit card
223,6391,6522,2020-08-06,299,1100,2,20,2,D,credit card
224,6398,6529,2020-08-06,674,550,1,20,2,D,credit card
225,6439,6571,2020-08-08,554,1650,3,20,2,D,credit card
226,6453,6585,2020-08-08,41,1100,2,20,2,D,credit card
227,6478,6611,2020-08-09,221,1100,2,20,2,D,credit card
228,6549,6682,2020-08-11,962,1100,2,20,2,D,credit card
229,6558,6691,2020-08-11,817,1650,3,20,2,D,credit card
230,6561,6694,2020-08-12,732,550,1,20,2,D,credit card
231,6584,6719,2020-08-12,900,1100,2,20,2,D,credit card
232,6589,6724,2020-08-13,105,1650,3,20,2,D,credit card
233,6591,6726,2020-08-13,510,1100,2,20,2,D,credit card
234,6687,6823,2020-08-16,486,1100,2,20,2,D,credit card
235,6693,6829,2020-08-16,855,1650,3,20,2,D,credit card
236,6705,6842,2020-08-16,866,1100,2,20,2,D,credit card
237,6726,6863,2020-08-17,868,1650,3,20,2,D,credit card
238,6764,6902,2020-08-18,524,1650,3,20,2,D,credit card
239,6772,6910,2020-08-19,120,1650,3,20,2,D,credit card
240,6782,6920,2020-08-19,621,550,1,20,2,D,credit card
241,6784,6922,2020-08-19,106,1100,2,20,2,D,credit card
242,6797,6935,2020-08-19,531,550,1,20,2,D,credit card
243,6812,6951,2020-08-20,504,1100,2,20,2,D,credit card
244,6921,7064,2020-08-23,895,1650,3,20,2,D,credit card
245,6938,7082,2020-08-24,735,1100,2,20,2,D,credit card
246,6968,7113,2020-08-25,54,1100,2,20,2,D,credit card
247,7015,7161,2020-08-27,426,550,1,20,2,D,credit card
248,7035,7182,2020-08-27,790,2200,4,20,2,D,credit card
249,7045,7192,2020-08-28,937,550,1,20,2,D,credit card
250,7126,7273,2020-08-30,343,1650,3,20,2,D,credit card
251,7140,7287,2020-08-31,737,1100,2,20,2,D,credit card
252,7172,7319,2020-09-01,20,550,1,20,2,D,credit card
253,7177,7324,2020-09-01,716,1650,3,20,2,D,credit card
254,7220,7368,2020-09-02,802,1100,2,20,2,D,credit card
255,7240,7388,2020-09-03,955,550,1,20,2,D,credit card
256,7264,7412,2020-09-04,88,1100,2,20,2,D,credit card
257,7279,7427,2020-09-05,984,1100,2,20,2,D,credit card
258,7290,7438,2020-09-05,774,1100,2,20,2,D,credit card
259,7294,7442,2020-09-05,505,2200,4,20,2,D,credit card
260,7334,7483,2020-09-06,886,550,1,20,2,D,credit card
261,7343,7492,2020-09-07,798,1650,3,20,2,D,credit card
262,7389,7538,2020-09-08,354,550,1,20,2,D,credit card
263,7416,7565,2020-09-09,809,1100,2,20,2,D,credit card
264,7439,7588,2020-09-10,373,1100,2,20,2,D,credit card
265,7446,7595,2020-09-11,257,1100,2,20,2,D,credit card
266,7472,7623,2020-09-11,802,1650,3,20,2,D,credit card
267,7479,7630,2020-09-12,698,550,1,20,2,D,credit card
268,7491,7642,2020-09-12,40,550,1,20,2,D,credit card
269,7530,7681,2020-09-13,622,1100,2,20,2,D,credit card
270,7587,7738,2020-09-15,758,2200,4,20,2,D,credit card
271,7604,7756,2020-09-16,336,1100,2,20,2,D,credit card
272,7629,7781,2020-09-17,309,1100,2,20,2,D,credit card
273,7644,7796,2020-09-17,670,1650,3,20,2,D,credit card
274,7690,7844,2020-09-19,202,1100,2,20,2,D,credit card
275,7718,7872,2020-09-20,73,1650,3,20,2,D,credit card
276,7754,7908,2020-09-21,245,1100,2,20,2,D,credit card
277,7777,7931,2020-09-21,798,1650,3,20,2,D,credit card
278,7785,7939,2020-09-22,19,550,1,20,2,D,credit card
279,7802,7957,2020-09-22,894,2200,4,20,2,D,credit card
280,7805,7960,2020-09-23,54,1650,3,20,2,D,credit card
281,7968,8126,2020-09-28,346,2200,4,20,2,D,credit card
282,7975,8133,2020-09-28,137,1100,2,20,2,D,credit card
283,7989,8148,2020-09-29,67,1100,2,20,2,D,credit card
284,8025,8186,2020-09-30,217,1100,2,20,2,D,credit card
285,8067,8230,2020-10-01,342,550,1,20,2,D,credit card
286,8086,8250,2020-10-02,448,1650,3,20,2,D,credit card
287,8228,8395,2020-10-07,539,1100,2,20,2,D,credit card
288,8246,8414,2020-10-08,28,1650,3,20,2,D,credit card
289,8274,8442,2020-10-09,83,550,1,20,2,D,credit card
290,8282,8452,2020-10-09,219,550,1,20,2,D,credit card
291,8290,8460,2020-10-09,879,1650,3,20,2,D,credit card
292,8304,8474,2020-10-10,926,1100,2,20,2,D,credit card
293,8321,8491,2020-10-10,644,1100,2,20,2,D,credit card
294,8390,8561,2020-10-13,751,1100,2,20,2,D,credit card
295,8394,8565,2020-10-13,319,1100,2,20,2,D,credit card
296,8412,8585,2020-10-14,575,1100,2,20,2,D,credit card
297,8525,8701,2020-10-17,239,1100,2,20,2,D,credit card
298,8530,8706,2020-10-17,831,2200,4,20,2,D,credit card
299,8542,8718,2020-10-18,877,1100,2,20,2,D,credit card
300,8556,8732,2020-10-18,414,550,1,20,2,D,credit card
301,8623,8800,2020-10-21,816,1650,3,20,2,D,credit card
302,8641,8818,2020-10-22,671,1100,2,20,2,D,credit card
303,8645,8822,2020-10-22,194,1100,2,20,2,D,credit card
304,8663,8840,2020-10-22,397,1100,2,20,2,D,credit card
305,8695,8872,2020-10-23,109,1100,2,20,2,D,credit card
306,8711,8888,2020-10-24,94,550,1,20,2,D,credit card
307,8726,8904,2020-10-24,307,550,1,20,2,D,credit card
308,8771,8950,2020-10-26,684,1100,2,20,2,D,credit card
309,8884,9067,2020-10-30,310,1100,2,20,2,D,credit card
310,8896,9079,2020-10-30,663,1650,3,20,2,D,credit card
311,8927,9110,2020-10-31,82,550,1,20,2,D,credit card
312,9035,9223,2020-11-04,934,1100,2,20,2,D,credit card
313,9086,9276,2020-11-06,889,1100,2,20,2,D,credit card
314,9120,9310,2020-11-07,136,550,1,20,2,D,credit card
315,9148,9339,2020-11-09,566,1100,2,20,2,D,credit card
316,9165,9356,2020-11-09,485,2200,4,20,2,D,credit card
317,9168,9359,2020-11-09,136,550,1,20,2,D,credit card
318,9196,9387,2020-11-10,932,2200,4,20,2,D,credit card
319,9221,9412,2020-11-11,544,550,1,20,2,D,credit card
320,9302,9494,2020-11-13,171,1650,3,20,2,D,credit card
321,9312,9504,2020-11-14,587,1100,2,20,2,D,credit card
322,9322,9514,2020-11-14,566,2200,4,20,2,D,credit card
323,9347,9539,2020-11-15,345,1100,2,20,2,D,credit card
324,9370,9562,2020-11-16,934,1650,3,20,2,D,credit card
325,9429,9621,2020-11-18,63,1100,2,20,2,D,credit card
326,9440,9632,2020-11-18,88,2200,4,20,2,D,credit card
327,9455,9647,2020-11-19,70,550,1,20,2,D,credit card
328,9463,9655,2020-11-19,668,1100,2,20,2,D,credit card
329,9469,9661,2020-11-19,779,1100,2,20,2,D,credit card
330,9481,9674,2020-11-20,599,550,1,20,2,D,credit card
331,9520,9713,2020-11-21,841,1100,2,20,2,D,credit card
332,9525,9719,2020-11-22,334,1100,2,20,2,D,credit card
333,9569,9763,2020-11-23,693,550,1,20,2,D,credit card
334,9678,9873,2020-11-27,761,550,1,20,2,D,credit card
335,9683,9878,2020-11-27,884,550,1,20,2,D,credit card
336,9693,9888,2020-11-28,479,550,1,20,2,D,credit card
337,9700,9895,2020-11-28,671,1100,2,20,2,D,credit card
338,9726,9923,2020-11-29,381,1100,2,20,2,D,credit card
339,9747,9944,2020-11-30,527,1100,2,20,2,D,credit card
340,9782,9979,2020-12-01,283,1650,3,20,2,D,credit card
341,2,2,2020-01-01,532,630,3,11,2,A,credit card
342,48,48,2020-01-02,485,210,1,11,2,A,credit card
343,125,125,2020-01-06,869,420,2,11,2,A,credit card
344,132,132,2020-01-06,312,420,2,11,2,A,credit card
345,155,155,2020-01-06,866,210,1,11,2,A,credit card
346,163,163,2020-01-07,623,630,3,11,2,A,credit card
347,189,191,2020-01-07,994,210,1,11,2,A,credit card
348,426,439,2020-01-15,432,210,1,11,2,A,credit card
349,488,503,2020-01-18,952,210,1,11,2,A,credit card
350,830,848,2020-01-29,482,630,3,11,2,A,credit card
351,832,850,2020-01-29,420,630,3,11,2,A,credit card
352,972,992,2020-02-02,677,630,3,11,2,A,credit card
353,976,996,2020-02-02,649,210,1,11,2,A,credit card
354,1058,1081,2020-02-05,127,420,2,11,2,A,credit card
355,1068,1091,2020-02-05,233,420,2,11,2,A,credit card
356,1165,1190,2020-02-08,757,630,3,11,2,A,credit card
357,1231,1257,2020-02-10,871,840,4,11,2,A,credit card
358,1294,1324,2020-02-12,868,210,1,11,2,A,credit card
359,1361,1391,2020-02-14,322,210,1,11,2,A,credit card
360,1419,1451,2020-02-16,223,630,3,11,2,A,credit card
361,1434,1466,2020-02-16,932,420,2,11,2,A,credit card
362,1460,1492,2020-02-17,542,840,4,11,2,A,credit card
363,1487,1519,2020-02-18,797,210,1,11,2,A,credit card
364,1655,1690,2020-02-23,876,840,4,11,2,A,credit card
365,1742,1777,2020-02-27,64,630,3,11,2,A,credit card
366,1777,1813,2020-02-28,771,420,2,11,2,A,credit card
367,1848,1884,2020-03-01,404,210,1,11,2,A,credit card
368,1854,1890,2020-03-01,614,630,3,11,2,A,credit card
369,1855,1892,2020-03-02,394,420,2,11,2,A,credit card
370,1903,1940,2020-03-03,464,630,3,11,2,A,credit card
371,2070,2111,2020-03-10,48,420,2,11,2,A,credit card
372,2074,2115,2020-03-10,501,630,3,11,2,A,credit card
373,2214,2258,2020-03-15,770,630,3,11,2,A,credit card
374,2256,2300,2020-03-16,268,630,3,11,2,A,credit card
375,2257,2301,2020-03-16,505,210,1,11,2,A,credit card
376,2392,2438,2020-03-20,344,420,2,11,2,A,credit card
377,2400,2446,2020-03-20,597,210,1,11,2,A,credit card
378,2408,2454,2020-03-21,472,420,2,11,2,A,credit card
379,2454,2500,2020-03-23,629,420,2,11,2,A,credit card
380,2460,2506,2020-03-23,191,420,2,11,2,A,credit card
381,2482,2529,2020-03-24,299,420,2,11,2,A,credit card
382,2587,2636,2020-03-27,428,420,2,11,2,A,credit card
383,2615,2664,2020-03-28,250,210,1,11,2,A,credit card
384,2645,2695,2020-03-30,867,420,2,11,2,A,credit card
385,2662,2712,2020-03-30,429,210,1,11,2,A,credit card
386,2729,2781,2020-04-02,416,630,3,11,2,A,credit card
387,2925,2980,2020-04-09,792,210,1,11,2,A,credit card
388,2936,2991,2020-04-10,59,210,1,11,2,A,credit card
389,3222,3283,2020-04-19,585,630,3,11,2,A,credit card
390,3373,3438,2020-04-24,737,840,4,11,2,A,credit card
391,3387,3452,2020-04-25,343,420,2,11,2,A,credit card
392,3419,3484,2020-04-26,154,420,2,11,2,A,credit card
393,3599,3666,2020-05-02,156,630,3,11,2,A,credit card
394,3666,3733,2020-05-04,473,420,2,11,2,A,credit card
395,3719,3787,2020-05-06,494,420,2,11,2,A,credit card
396,3721,3790,2020-05-06,793,420,2,11,2,A,credit card
397,3769,3839,2020-05-08,37,420,2,11,2,A,credit card
398,3800,3873,2020-05-09,448,630,3,11,2,A,credit card
399,3983,4059,2020-05-14,541,420,2,11,2,A,credit card
400,4130,4207,2020-05-20,295,420,2,11,2,A,credit card
401,4323,4403,2020-05-26,972,210,1,11,2,A,credit card
402,4368,4448,2020-05-28,506,210,1,11,2,A,credit card
403,4417,4499,2020-05-29,231,840,4,11,2,A,credit card
404,4447,4528,2020-05-30,385,630,3,11,2,A,credit card
405,4456,4538,2020-05-30,788,420,2,11,2,A,credit card
406,4483,4565,2020-05-31,327,210,1,11,2,A,credit card
407,4610,4694,2020-06-04,573,210,1,11,2,A,credit card
408,4636,4722,2020-06-05,243,420,2,11,2,A,credit card
409,4738,4830,2020-06-09,16,630,3,11,2,A,credit card
410,4741,4833,2020-06-09,395,210,1,11,2,A,credit card
411,4859,4955,2020-06-14,399,420,2,11,2,A,credit card
412,4868,4964,2020-06-14,806,420,2,11,2,A,credit card
413,5084,5183,2020-06-22,227,210,1,11,2,A,credit card
414,5121,5221,2020-06-23,19,630,3,11,2,A,credit card
415,5150,5251,2020-06-24,975,210,1,11,2,A,credit card
416,5396,5503,2020-07-03,780,210,1,11,2,A,credit card
417,5399,5506,2020-07-03,953,630,3,11,2,A,credit card
418,5472,5580,2020-07-06,967,420,2,11,2,A,credit card
419,5524,5635,2020-07-07,817,210,1,11,2,A,credit card
420,5543,5654,2020-07-08,452,210,1,11,2,A,credit card
421,5566,5677,2020-07-08,514,210,1,11,2,A,credit card
422,5635,5747,2020-07-11,366,420,2,11,2,A,credit card
423,5679,5792,2020-07-12,442,630,3,11,2,A,credit card
424,5812,5928,2020-07-17,720,420,2,11,2,A,credit card
425,5824,5940,2020-07-18,431,420,2,11,2,A,credit card
426,5844,5961,2020-07-19,827,420,2,11,2,A,credit card
427,5983,6103,2020-07-23,851,210,1,11,2,A,credit card
428,6128,6253,2020-07-28,235,420,2,11,2,A,credit card
429,6129,6254,2020-07-28,513,210,1,11,2,A,credit card
430,6185,6313,2020-07-30,984,630,3,11,2,A,credit card
431,6204,6333,2020-07-31,132,420,2,11,2,A,credit card
432,6237,6367,2020-08-01,168,630,3,11,2,A,credit card
433,6318,6448,2020-08-04,651,420,2,11,2,A,credit card
434,6353,6484,2020-08-05,302,210,1,11,2,A,credit card
435,6357,6488,2020-08-05,426,840,4,11,2,A,credit card
436,6379,6510,2020-08-06,173,420,2,11,2,A,credit card
437,6421,6553,2020-08-07,166,840,4,11,2,A,credit card
438,6485,6618,2020-08-09,940,420,2,11,2,A,credit card
439,6768,6906,2020-08-18,936,630,3,11,2,A,credit card
440,6774,6912,2020-08-19,372,630,3,11,2,A,credit card
441,6802,6941,2020-08-19,55,630,3,11,2,A,credit card
442,6808,6947,2020-08-20,523,420,2,11,2,A,credit card
